-4.372974231696148406e-01;-7.413953209523700405e-01;-6.602144424889391239e-01;1.273095518120749503e+00;-8.518905483651263433e-01;1.223067191502029472e+00;-2.583156990337062142e-01;-8.299273633668646788e-01;8.065100145413853783e-01;-8.953053936587261896e-01;-5.927350132128693661e-01;-1.665041680462435281e+00;-6.564805201662987644e-01;2.115358945005746172e+00;-6.273843606215968594e-01;3.936712733897809180e-01;-6.965080223006062665e-01;-1.280858491687190792e+00;1.362484725145313602e+00;7.710005755549268480e-01;-1.233038883023455767e+00;-2.338055990267768891e+00;1.440275393232302914e+00;6.390546136810840716e-01;-3.247625804358248436e-01;-8.087657325732583447e-02;7.123801603054875642e-01;-1.019152130695088587e+00;-1.378036760432066687e+00;9.034759479328512422e-01;-2.751003656015894028e-01;1.105315809933484994e+00;2.390240493227415997e-01
2.359395573829485004e-01;-2.131437499262262003e-01;1.673243526403928316e-01;1.057954486615323292e-01;-1.878639911495814774e+00;-1.259173539459285118e+00;-7.078328823008519510e-01;3.014959097809044031e-01;-4.375697080779406001e-01;-5.836073724775049376e-01;-2.645532231420014924e+00;1.488020730053491114e+00;1.368270231863831565e+00;9.468089900627559841e-01;6.504907772894635842e-01;1.185189219255346815e+00;-9.529235363612084675e-02;4.426234172186836735e-02;6.547064998735510066e-01;-8.784915313644195978e-01;7.354964658068992023e-01;9.327792495466875611e-01;-1.174971654798368403e+00;-8.835852376398545260e-01;2.322068762078342841e-01;5.167576850600101857e-01;6.091108616322364888e-01;9.932063590274993470e-02;1.378327771641719435e-01;6.416189273859558284e-01;6.617531675808482339e-01;4.253690426723676921e-01;-6.833557873462287047e-01
-6.841621312908088837e-02;-1.949645111287990895e+00;-3.436761946466843770e-02;-1.409782670292831774e+00;-9.325978004166410873e-01;1.429224408933424506e+00;3.894756700458106735e+00;-1.096264715204469997e+00;1.056785689386741334e+00;-3.752291039373482212e-02;2.151977258343062971e-01;-3.395292954624144488e-01;-4.685041149182316289e-01;2.011689597663488982e+00;1.532551295722550888e+00;3.233400993106833043e-01;-9.883403635068571669e-01;2.875940161822936880e-01;-3.558659101963957960e-01;6.162442335966024087e-01;-5.953227870171603486e-01;6.125364428117053839e-01;2.604220016512179825e-01;-1.365507233929286857e+00;-1.853849574447984372e+00;1.451275469159815819e-02;-8.155414852089890032e-02;-2.219354122466265788e-01;1.136243672415030881e+00;-1.212400906293936487e+00;6.683916461084824512e-01;2.934834715023998952e-01;4.020593491299513933e-01
-1.218141444194643874e+00;2.459627848950431073e+00;8.022887907721134582e-01;-7.372716232492256827e-01;-2.435081547410239966e-01;-1.210185639033270810e+00;-1.053747639806278114e-01;-9.814039829445730945e-01;-9.766585771667581906e-01;-4.041542039377060136e-01;-5.297299186125722370e-01;4.530842461385198860e-01;1.554057720161408307e+00;-3.367615653511573520e-02;1.142023950548873401e+00;2.643366019233009401e-01;8.317034679874569791e-01;5.254279117753165584e-01;8.183073713045149189e-01;2.540025071646447863e+00;7.788635817674299799e-01;4.051340990494962102e-01;-1.626361994731029492e+00;1.123529885150799990e+00;-1.212058209984900214e+00;-1.807460317187973731e+00;-1.183850160438230770e+00;-2.310675689451890946e-01;1.354915567629084050e+00;-5.099259648091477581e-01;1.602385939830573314e+00;-8.030574278175625080e-01;1.372557684794687649e+00
1.589610521565520962e+00;-1.029301355430894738e+00;4.808508260542392332e-01;-1.358643045126719739e+00;-4.346823849213516389e-01;2.024579407056249725e+00;-1.213787701837927058e+00;-1.082927523411038262e+00;-1.018287498999630447e+00;-4.750511669247881597e-01;-1.087556324224367543e+00;-1.236403937471150377e-01;1.306645587165608191e+00;1.875267900178177460e-01;1.085881217734276927e+00;4.411563096191481459e-01;4.661127462662862930e-01;4.785670217982101460e-01;1.566584403205953935e-01;-4.458138654077330454e-01;-3.271098993936730093e+00;6.593693922089033377e-02;-1.098468164210540388e-01;5.429624980700751280e-01;1.147593526852979523e-01;8.884131615572247176e-01;-8.122664711167496554e-01;-1.214751892864184502e+00;-1.505604196801402506e-01;1.549440140205688321e+00;1.584905377121239300e-01;1.311081756832175094e+00;-2.365362589806156435e-01
-8.724349998496786496e-01;-7.974940454673394852e-01;-1.523843364566392633e-01;3.358557839550240676e+00;-7.787667195944896203e-01;1.441126345279480914e-01;3.724949012056499309e-01;-4.994644099809101845e-01;-5.514788854387601136e-01;-8.056995216323240006e-02;1.184638363676241007e-01;4.971957902643066030e-01;-6.808364800281134777e-01;-9.719118741479566559e-01;4.075074802223709325e-01;9.755110776190989430e-01;-6.956906292339892772e-02;-4.504883563501692612e-01;3.487547661295135604e-01;-7.532865515436009130e-01;-1.457514052991623954e+00;5.044537749819625327e-01;1.594629261692159128e+00;2.188285742637434139e-01;8.676800939577355987e-01;1.066266839663789906e-01;7.230542952229691567e-01;-4.285969166970559074e-01;3.490284300148751573e-01;4.967916536294773588e-01;3.171075410032210551e-02;6.615730962130527137e-01;1.063638055664921866e+00
-2.161898015420525565e-01;-1.077990159878831511e+00;-1.764708314385434740e+00;-1.779407421753343987e+00;-6.224464515044705326e-01;1.624294596706060967e-01;1.401453570178526675e+00;-4.824378176979340904e-01;-8.736988528934177545e-01;-1.556532659456144052e-01;2.048102377790150364e+00;-1.303328488183855383e+00;6.783347052937152011e-01;-1.108328426592230631e+00;-1.413395130170278291e+00;-7.717343165009373784e-01;1.118990496003523960e+00;-1.530111911558506600e-02;-7.679865821344493693e-01;3.631093707052525099e-01;2.440531833986377963e-01;-1.683281959843520470e+00;7.707728755933169751e-01;-2.842072231595200726e-01;-3.977793269484022898e-01;-9.038546090345621620e-01;1.337911321974321055e+00;2.488710795842084267e-01;-9.534917539419804910e-01;-2.276141747002763172e+00;-1.877878312146039758e-02;8.410063215092553612e-01;2.577097830999501293e-01
5.278148138042016990e-01;9.188319722291232727e-01;3.462227957183272031e-01;-6.045892105684141926e-01;-9.486489290396524776e-01;4.408001302454756520e-01;-2.373539469374911226e-01;-5.728906874797690119e-01;9.025303588559151491e-01;-1.165550458919441645e+00;5.972770990909491429e-02;1.548009504830309524e+00;6.988852512459584609e-01;1.917767835496821283e+00;-1.169454371478063637e+00;-9.440884544952719004e-01;1.101701114231693035e+00;-6.399958673249148688e-01;1.351524126737873588e-01;8.033656740104230254e-01;1.230340043822387708e+00;-8.252968942563047861e-02;-9.701752067975912830e-01;-8.550216864596535959e-01;-7.171877423800678830e-01;1.249235452410688785e+00;5.766920976925777459e-02;1.507572267639015084e+00;-2.445480743270440904e-01;1.260596514978060023e+00;5.588407436794281535e-01;4.889694115343408698e-01;5.505501936792437379e-01
-3.237583475249664611e-01;-8.263097939217300958e-02;-9.935756824516150942e-01;9.092079699473554211e-01;3.192888378557703910e-01;7.640373354517328297e-02;1.205006163732939561e-01;-1.059309246947675920e+00;-6.536203902405904875e-01;-5.850761087025383445e-01;-3.715613833271084188e-01;1.001870383741737980e+00;-8.617369184599518173e-01;4.614447513658984784e-02;7.783969727428780017e-01;5.472794923722785754e-01;-1.580600131103122308e-01;-3.072035838310214206e-01;-6.259912823274095262e-01;1.705597115945434172e-01;-1.239652742676538022e+00;1.017954719576492639e+00;9.597311563105168641e-01;1.026400743847966784e-01;1.366123901582242839e+00;1.427826854889160169e+00;1.681639324111197098e-01;-1.046674578441060488e+00;-3.798439920262419722e-01;8.987540061840686434e-01;7.040166665814847624e-01;7.281204836737401598e-01;-1.904570561049356014e-01
5.959931062863793594e-01;2.081296268703405547e-02;-3.316237313074846815e-01;1.175833233216518448e+00;3.180088357529642917e-01;4.823484365804913132e-01;4.316031924275061660e-01;-2.080166600943100796e+00;-2.299600006539476993e-01;1.283191581084080823e+00;1.484600193033271731e+00;5.027222697412867536e-01;-1.010208560367494846e+00;-9.626247561351181092e-01;1.038045860126816988e+00;1.264332442583357530e+00;1.299569867588376892e+00;9.471989524229018631e-01;2.605247595269057359e-01;-2.799572527418968448e+00;-1.950611019418931447e+00;3.880322783891904104e-02;4.618061137108852438e-02;8.861685615154372142e-01;2.473327179716031665e-01;1.255697233215156805e+00;2.431405118911926511e-01;-6.568843308812019055e-01;-2.904442664850676592e-01;6.583603080067500501e-01;4.341059385770117962e-01;-1.534499381362490755e+00;-1.207140156474136861e-01
